Num;name;categorie;sale_ok;purchase_ok;product_type;internal_ref;list_price;ean13;Christmaes_product;Print_two_face;predecoupe;Developpement;Relief;Paletissation;Pantone;schema d'impression;colis_ean;carton;palette;qty_to_invoice;farde;description;remarque;quality;procure_method;supply_method;standard_price;produce_delay;uom_po_id;description_purchase;state;weight;net_weight;Largeur;Longueur;Grammage;Recompute_grammage;Type_crochet;Print_step;F_pliage1;F_pliage2;sale_delay;produce_delay;uos_id;uos_coeff;sale_description;account_income;account_expense;taxes_id;supplier_taxes_id;code;partner_id;date_obsolete
6909;PAC SOFTEX+ 118CM 40G CHOCOLAT;DX;0;0;product;DXPAC032;;;0;0;0;;;;;;;;;1;;;;;make_to_order;produce;1.88;;KG;;sellable;;;1.17;;50.31;1;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6911;PAC SOFTEX+ 118CM 40G TURQUOISE;DX;0;0;product;DXPAC035;;;0;0;0;;;;;;;;;1;;;;;make_to_order;produce;1.91;;KG;;sellable;;;1.17;;49.12;1;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6913;PAC SOFTEX+ 118CM 40G PISTACHE;DX;0;0;product;DXPAC036;;;0;0;0;;;;;;;;;1;;;;;make_to_order;produce;1.91;;KG;;sellable;;;1.17;;50.24;1;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6915;PAC SOFTEX+ 118CM 40G GERBERA;DX;0;0;product;DXPAC038;;;0;0;0;;;;;;;;;1;;;;;make_to_order;produce;1.88;;KG;;sellable;;;1.17;;50.25;1;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6917;PAC SOFTEX+ 118CM 40G TAUPE;DX;0;0;product;DXPAC046;;;0;0;0;;;;;;;;;1;;;;;make_to_order;produce;1.91;;KG;;sellable;;;1.17;;49.15;1;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6919;RLX MIX 5M*1M35 RODOL-SNOWFS-CRIS ARG(114);DY;1;0;product;DYAU488474;;;1;0;0;;S;;;;;114;4;1;;;32 RLX RODOLPHE-32 SNOWFLAKE SILVER-50 CRISTAL AG;;make_to_order;produce;0.700;;RL;;sellable;;0.2506;1.34;5.00;0.00;1;;;;;;;RL;;;;;VAT-OUT-21-S;VAT-OUT-21-S;488474;C02610;
6921;RLX MIX 5M*1M35 ADAMO-SO CHIC -CRISTAL OR ;DY;1;0;product;DYAU498048;;;1;0;0;;S;;;;;114;4;1;;;32 RLX ADAMO - 32 RLX SO CHIC - 50 ROULEAUX CRISTA;;make_to_order;produce;0.707;;RL;;sellable;;0.0000;1.34;5.00;0.00;1;;;;;;;RL;;;;;VAT-OUT-21-S;VAT-OUT-21-S;498048;C02610;
6923;DISPLAY MIX CRISTAL OR - ARGENT - ROUGE;DY;1;0;product;DYCR2387;;;1;0;0;;D;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;98;;P;;sellable;;313.650;1.34;5.00;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3518716;C02610;
6925;DISPLAY MIX OR - ARGENT - ROUGE;DY;1;0;product;DYCR3717;;;0;0;0;;D;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;94.63;;P;;obsolete;;;1.34;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;4/07/2013
6927;DISPLAY MIX CHEM TABL-N.PLIEES-RLX SOFT;DY;1;0;product;DYCR6958;;;1;0;0;;X;;;;;1;4;1;;;;;make_to_order;produce;162.147;;P;;sellable;;231.669;;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3,25798E+12;C02610;
6929;DISPLAY MIX CHEM TABL-N.PLIEES-RLX BRIO;DY;1;0;product;DYCR6972;;;1;0;0;;X;;;;;1;4;1;;;;;make_to_order;produce;160.538;;P;;sellable;;231.778;;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3,25798E+12;C02610;
6931;DISPLAY MIX NAPPES PLIEES-CHEMIN DE TABLE;DY;1;0;product;DYCR78127;;;0;0;0;;X;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;231.59;;P;;obsolete;;;;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;4/07/2013
6933;DISPLAY MIX NP-CHEM TABLE-RLX SOFT ARGENT;DY;1;0;product;DYCR8808;;;0;0;0;;X;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;179;;P;;obsolete;;223.392;;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3523509;C02610;11/07/2014
6935;DISPLAY MIX NP-CHEM TABLE-RLX SOFT ROUGE;DY;1;0;product;DYCR8839;;;0;0;0;;X;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;175;;P;;obsolete;;227.922;;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3523486;C02610;11/07/2014
6937;DISPLAY MIX CHEM TABL-N.PLIEES-RLX CRISTAL;DY;1;0;product;DYCR8891;;;0;0;0;;X;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;137;;P;;obsolete;;233.480;;;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3523481;C02610;11/07/2014
6939;DISPLAY FANT GRIS-COT GR-MER XMAS-SIBERIE;DY;1;0;product;DYCRFANGR5;;;0;0;0;;D;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;88.44;;P;;obsolete;;405.280;1.34;6.00;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3517317;C02610;2/07/2014
6941;DISPLAY FANT ROUGE COT R-TREES R-UNI ROUGE;DY;1;0;product;DYCRFANR5;;;0;0;0;;D;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;95.48;;P;;obsolete;;447.160;1.34;6.00;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;3522782;C02610;2/07/2014
6943;DISPLAY FANT GRIS-GARDEN-RAYURE-ROSI ROSA;DY;1;0;product;DYCRFANTG;;;0;0;0;;D;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;98.22;;P;;obsolete;;0.3749;1.34;5.00;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;4/07/2013
6945;DISPLAY FANT ROUGE-BONHOMME-RAYURE-CADEAU;DY;1;0;product;DYCRFANTR;;;0;0;0;;D;;;;3,25798E+12;1;4;1;;;;;make_to_order;produce;98.22;;P;;obsolete;;0.0727;1.34;5.00;0.00;1;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;23/07/2013
6947;ET ALDI SUBLIMO 140X220                   1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBALDI;;;0;0;0;;;;;;;;;1;;;HAPPY PAPER;;make_to_order;buy;0.0473;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6949;ET ALDI ESPAGNE 140X220                   1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBALDIE;;;0;0;0;;;;;;;;;1;;;HAPPY PAPER;;make_to_order;buy;0.0495;;P;NVELLE ETIQ;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6951;ET ALDI SUBLIMO PORTUGAL 140X220          1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBALDIP;;;0;0;0;;;;;;;;;1;;;HAPPY PAPER;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6953;ET ALDI SUBLIMO RLX 7MX1M18 BELGIQUE      1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBALDIRB;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6955;ET ALDI SUBLIMO RLX 7MX1M18 ESPAGNE       1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBALDIRE;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6957;ET ALDI SUBLIMO RLX 1M18X6M               1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBALDIRL;;;0;0;0;;;;;;;;;1;;;HOSTI;;make_to_order;buy;0.0559;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6959;ET AUCHAN 6MX135CM FX ETOILES BLEU OR     1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBAUCFUETB;;3,59671E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
6961;ET BBS 7X120 BLU                          1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSBLU;;18810;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6963;ET BBS 7X120 CHRISTMAS BLUE               1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSCHBL;;33935;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6965;ET BBS 7X120 GOLD                         1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSGOLD;;7561;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6967;ET BBS 7X120 IVOIRE (AVORIO)              1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSIVOI;;18743;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6969;ET BBS 7X120 NAVIDAD                      1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSNAVI;;33866;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6971;ET BBS 7X120 ORANGE (ARANCIO)             1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSORAN;;18742;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6973;ET BBS 7X120 PRETTY                       1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSPRET;;33895;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6975;ET BBS 7X120 ROUGE (ROSSO)                1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSROUG;;18790;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6977;ET BBS 7X120 SANTA CLAUS                  1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSSACL;;33906;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6979;ET BBS 7X120 SILVER                       1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSSILV;;7661;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6981;ET BBS 7X120 TRENDY                       1 COULEUR BLEU / AUTOCOLLANTE EN ROULEAU  FORMAT 14.8 X 28                          ;EB;1;1;product;EBBBSTREN;;33885;0;0;0;;;;2728 C                                  ;;;;;1;;;;;make_to_order;buy;0.0043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6983;ET BIDONS IMPRESSION 14,5 X 22 CM         AUTOCOLLANTE EN ROULEAU (500 PAR ROULEAU) 1 COULEUR - NOIR                          ;EB;1;1;product;EBBIDON;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.0615;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;31/12/2007
6985;ET BOBINES NEUTRES 148,5 x 210 MM POUR MP AUTOCOLLANTE EN ROULEAU - MANDRIN 76MM    COLLE PERMANENTE - ENROULEMENT EXTERIEUR  ;EB;1;1;product;EBBOB;;;0;0;0;;;;;;;;;1;;;500 ETIQ/RL Stock‚es au bureau de production;;make_to_order;buy;0.0476;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6987;ET BOITE CLI NAP 6MX118 ARGENT            FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMAR06;;4,35041E+13;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6989;ET BOITE CLI NAP 25MX118 ARGENT           FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMAR25;;3,35041E+13;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6991;ET BOITE CLI NAP 100MX118 BLANC           FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMDA100;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6993;ET BOITE CLI NAP 100MX100 BLANC           FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMDA101;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6995;ET BOITE CLI NAP 50MX118 BLANC            FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMDA50;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6997;ET BOITE CLI NAP 6MX118 OR                FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMOR06;;4,35041E+13;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
6999;ET BOITE CLI NAP 25MX118 OR               FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMOR25;;3,35041E+13;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7001;ET BOITE CLI NAP 50MX118 OR               FOURNIE PAR LE CLIENT                     ;EB;1;1;product;EBCGMOR50;;2,35041E+13;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7003;ET CGMP 25X120 WALKI BLANC                ;EB;1;1;product;EBCGMWA25;;3,25856E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7005;ET BOBINES NEUTRES 148,5 x 280 MM POUR DF AUTOCOLLANTE EN ROULEAU - MANDRIN 76MM    COLLE PERMANENTE - ENROULEMENT EXTERIEUR  ;EB;1;1;product;EBDF;;;0;0;0;;;;;;;;;1;;;Bobines de 480 ‚tiquettes (Label Or);;make_to_order;buy;0.0406;;P;ATTENTION, NE PAS DEPASSER UN POIDS DE 14 KG PR LES CARTONS;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7007;ET DIKO RW PANACHE 10M*1M                 1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8 X 14,5                           ;EB;1;1;product;EBDIKRWPAN;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.0561;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7009;ET FMR 140X240 COURONNE                   1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFMR0474;;3,70021E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7011;ET FMR 6MX1M18 SOUS LA NEIGE              1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFMR0733;;3,70021E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7013;ET FMR 140X240 TOURBILLON                 1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFMR1525;;3,70021E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7015;ET FMR 140X240 HERBIER                    1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFMR1532;;3,70021E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7017;ET FMR 6MX1M18 MON BEAU SAPIN             1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFMR6446;;3,70021E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7019;ET FMR U 140X240 BORDEAUX                 1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFMRU9381;;3,25622E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7021;ET FOLAT 120X180 GEBOORTE 2005 MEISJE     1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFOL07250;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7023;ET FOLAT 120X180 GEBOORTE 2005 JONGEN     1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBFOL07251;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7025;ET HANDICAP INT. 6X118 ADHESIV            QUADRI / AUTOCOLLANTE EN ROULEAU          FORMAT 14 X 20 CM                         ;EB;1;1;product;EBHANADH6D;;3,56664E+12;0;0;0;;;;QUADRI                                  ;;;;;1;;;;;make_to_order;buy;0.281;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7027;ET BOITE CLI HEKU FOLLY                   FOURNIE PAR LE CLIENT                     10X7 CM                                   ;EB;1;1;product;EBHEKFOLLY;;2,01633E+12;0;0;0;;;;;;;;;1;;;FOURNIE PAR CLIENT;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7029;ET BOITE CLI HEKU PANACHE                 FOURNIE PAR LE CLIENT                     10X7 CM                                   ;EB;1;1;product;EBHEKPAN;;1632694;0;0;0;;;;;;;;;1;;;FOURNIE PAR CLIENT;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7031;ET BOITE CLI HEKU PISTACHE                FOURNIE PAR LE CLIENT                     10X7 CM                                   ;EB;1;1;product;EBHEKPISTA;;2,01633E+12;0;0;0;;;;;;;;;1;;;FOURNIE PAR CLIENT;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7033;ET BOITE CLI HEKU TURQUOISE               FOURNIE PAR LE CLIENT                     10X7 CM                                   ;EB;1;1;product;EBHEKTURQU;;2,01633E+12;0;0;0;;;;;;;;;1;;;FOURNIE PAR CLIENT;;make_to_order;buy;;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7035;ET HOSTI 100CM X 10M K CLASSIC            1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBHOS2187;;2,05E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7037;ET NEDAC 120X180 UNI JAUNE                1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBNEJAUN;;8,71058E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7039;ET NEDAC 120X180 UNI VERT POMME           1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBNEPOMM;;8,71058E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7041;ET NEDAC 120X180 STREEP PASEN             1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBNESTPA;;8,71058E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7043;ET BOITES NEUTRES 148X85 MM - ESPACE 2MM  AUTOCOLLANTE EN ROULEAU - MANDRIN 76MM    COLLE PERMANENTE - ENROULEMENT EXTERIEUR  ;EB;1;1;product;EBOITES;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.0087;;P;;sellable;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
7045;ET PROCOS 120X180 PRINCESS                1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBPRO0151;;5,20118E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7047;ET PROCOS 120X180 WINNIE THE POOH HONEY   1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBPRO2674;;5,20118E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7049;ET PROCOS 120X180 TWEETY RED              1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBPRO5040;;5,20118E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7051;ET PROCOS 120X180 SMILEY                  1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBPRO5255;;5,20118E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7053;ET PROCOS 120X180 MICKEY'S PARTY          1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBPRO5293;;5,20118E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
7055;ET PROCOS 120X180 WINNIE THE POOH COUNTRY 1 COULEUR NOIR / AUTOCOLLANTE EN ROULEAU  FORMAT 8.5 X 14.8                         ;EB;1;1;product;EBPRO5323;;5,20118E+12;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;0.043;;P;;obsolete;;0.01;;;;0;;;;;;;P;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;1/01/2008
